SKU	EAN-13	Descrição	Marca	Unidade de Medida (UM)	Categoria	Subcategoria	Origem do Produto	NCM	CEST	Estoque Mínimo	Estoque Máximo	Ponto de Pedido	Dimensões	Preço de Custo	Preço de Venda	Controle de Lote e Validade
kullka001	546	Strawberry Banana Smoothie Pack	Vinder	L	Bebidas		0 - Nacional	12795515	2{7	65.23			88x98x28 cm	99	93	true
kullka001	547	Savory Pumpkin Soup	Skajo	KG	mercearia		2 - Estrangeira Adquirida no Mercado Interno	16227461	4{7	36.22	129	100	45x06x71 cm	37	33	true
kullka001	548	Blackberry Compote	Zoonder	M	alcoólicos		0 - Nacional	26723055	0{7	41.16		100	40x96x62 cm	67	62	false
kullka001	549	Surimi Crab Sticks	Bubblemix	UN	bazar		2 - Estrangeira Adquirida no Mercado Interno	57275382	3{7	30.76	144	100	90x41x27 cm	17	32	false
kullka001	550	Pet Safety Belt for Car	Dynabox	L	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	30270742	6{7	70.37			73x93x60 cm	95	92	true
kullka001	551	Ground Turkey	Meezzy	KG	açougue		2 - Estrangeira Adquirida no Mercado Interno	72802397	9{7		181	100	21x27x74 cm	12	43	true
kullka001	552	Infrared Thermometer	Yozio	KG	açougue		0 - Nacional	47558435	7{7	85.94			53x68x09 cm	95	95	true
kullka001	553	Wall Art	Tagfeed	L	alcoólicos		0 - Nacional	51377052	8{7		161	100	56x03x33 cm	3	58	false
kullka001	554	Camping Lantern	Yombu	CX	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	91985120	7{7			100	10x33x86 cm	61	3	true
kullka001	555	Dish Rack	Gevee	KG	alcoólicos		0 - Nacional	16772064	8{7	28.72	131	100	30x33x92 cm	29	13	false
kullka001	556	Pumpkin Waffles	Brightbean	M	alcoólicos		1 - Estrangeira Importação Direta	72162772	5{7	21.36	119		56x15x79 cm	66	94	true
kullka001	557	Cheese Stuffed Jalapenos	Kamba	L	Bebidas		0 - Nacional	10658532	2{7		159		87x86x16 cm	88	32	true
kullka001	558	Tomato Basil Pasta Sauce	Gevee	CX	mercearia		0 - Nacional	35930885	8{7	39.5		100	72x87x65 cm	96	38	false
kullka001	559	Magnetic Phone Case	Skimia	UN	açougue		0 - Nacional	87836243	2{7				84x78x34 cm	61	90	false
kullka001	560	Coconut Water	Vidoo	UN	Bebidas		1 - Estrangeira Importação Direta	98733647	1{7	65.04			53x48x97 cm	41	7	false
kullka001	561	Balsamic Fig Dressing	Realblab	M	Bebidas		0 - Nacional	77040880	5{7				01x84x49 cm	34	100	false
kullka001	562	Inflatable Paddle Board	Mycat	M	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	31204022	8{7		179		23x00x15 cm	49	36	true
kullka001	563	Multi-Tool	Voolia	CX	hortifruti		0 - Nacional	3379519	8{7	32.96		100	62x02x63 cm	91	38	false
kullka001	564	Pasta (Linguine)	Yodoo	KG	bazar		1 - Estrangeira Importação Direta	98227896	2{7	37.57	106		59x19x99 cm	15	90	true
kullka001	565	Chicken Fajita Kit	Babbleset	L	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	35822041	0{7	12.45	176	100	04x58x06 cm	16	97	false
kullka001	566	Camping Tarp	Jabberstorm	CX	açougue		0 - Nacional	38818808	5{7	71.68	197	100	98x50x88 cm	6	50	false
kullka001	567	Kids' Science Experiment Kit	Realfire	KG	bazar		2 - Estrangeira Adquirida no Mercado Interno	67715897	7{7	49.02	144	100	64x12x30 cm	99	44	true
kullka001	568	Vegan Chocolate Cake Mix	Rhynoodle	KG	hortifruti		0 - Nacional	74195470	7{7	55.9		100	74x16x20 cm	2	45	false
kullka001	569	Portable Phone Mug Holder	Cogilith	CX	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	48032754	7{7		185	100	46x84x60 cm	10	38	true
kullka001	570	Electric Skillet	Brainlounge	L	mercearia		0 - Nacional	56193435	3{7		101		00x13x35 cm	82	74	false
kullka001	571	Kitchen Knife Sharpening System	Yambee	KG	açougue		1 - Estrangeira Importação Direta	59892550	8{7		129		89x42x64 cm	74	90	false
kullka001	572	Hand Crank Blender	Meembee	CX	hortifruti		0 - Nacional	51136997	6{7	45.27	156	100	07x79x40 cm	83	60	false
kullka001	573	Underwater Camera	Voomm	KG	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	86860606	3{7	30.1	185		40x03x05 cm	54	90	false
kullka001	574	Mesh Sports Leggings	Feednation	CX	alcoólicos		0 - Nacional	93900245	3{7				12x44x60 cm	99	67	true
kullka001	575	Cranberry Almond Granola	Divanoodle	M	bazar		0 - Nacional	18291776	6{7	13.31	177	100	30x13x03 cm	17	53	false
kullka001	576	Wireless Mouse	Ntag	CX	hortifruti		1 - Estrangeira Importação Direta	48799824	1{7			100	10x49x97 cm	39	13	true
kullka001	577	Comfy Slippers	Edgetag	UN	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	24826447	5{7	26.5	154		25x41x76 cm	66	22	false
kullka001	578	Pasta (Fusilli)	Trudoo	M	hortifruti		1 - Estrangeira Importação Direta	68023297	2{7		126	100	34x84x20 cm	19	6	true
kullka001	579	Elegant Lace Dress	Oyope	L	hortifruti		1 - Estrangeira Importação Direta	16545826	8{7			100	38x12x33 cm	19	10	false
kullka001	580	Bamboo Utensil Set	Skinix	CX	mercearia		2 - Estrangeira Adquirida no Mercado Interno	84333948	4{7	43.03	108		54x52x95 cm	19	63	false
kullka001	581	Zesty Cilantro Lime Dressing	Skiba	L	Bebidas		0 - Nacional	69244351	6{7	92.6	135	100	69x30x69 cm	60	3	false
kullka001	582	Peanut Butter Banana Smoothie Mix	Vitz	CX	açougue		1 - Estrangeira Importação Direta	30377703	3{7			100	09x09x54 cm	100	68	true
kullka001	583	Outdoor Folding Table	Reallinks	CX	açougue		1 - Estrangeira Importação Direta	70477826	6{7	33.1	161	100	44x39x20 cm	55	8	true
kullka001	584	Pumpkin Puree	Wordware	CX	mercearia		1 - Estrangeira Importação Direta	89197100	8{7	57.56		100	50x67x26 cm	22	3	true
kullka001	585	Portable Pet Stroller	Skaboo	UN	hortifruti		0 - Nacional	76172573	2{7	39.6			94x82x75 cm	15	93	true
kullka001	586	Nail Polish Set	Dynabox	L	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	14248263	7{7	23.85			98x82x93 cm	96	53	true
kullka001	587	Raspberry Limeade	Skinix	M	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	66604675	9{7	38.7	198	100	53x55x89 cm	63	17	false
kullka001	588	Pita Bread	Feedfire	KG	alcoólicos		1 - Estrangeira Importação Direta	7967974	5{7	15.08			15x73x87 cm	15	90	false
kullka001	589	Cinnamon Apple Sauce	Feedfire	M	mercearia		2 - Estrangeira Adquirida no Mercado Interno	60387759	7{7	11.22	196	100	10x84x24 cm	2	18	true
kullka001	590	Smartphone Gimbal	Yoveo	UN	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	21241690	0{7		120	100	15x77x58 cm	82	82	true
kullka001	591	Vegan Chocolate Cake Mix	Eare	CX	bazar		2 - Estrangeira Adquirida no Mercado Interno	94648176	2{7			100	31x79x93 cm	13	45	true
kullka001	592	Portable USB-C Monitor	Youbridge	KG	mercearia		1 - Estrangeira Importação Direta	60810860	2{7	52.71			23x10x41 cm	27	29	false
kullka001	593	Travel Mug	Jabbercube	M	hortifruti		0 - Nacional	77448977	0{7	52.39		100	59x82x58 cm	14	81	false
kullka001	594	Smartphone Tripod	Jazzy	L	mercearia		0 - Nacional	77588104	9{7	60.07	122	100	47x53x15 cm	69	69	true
kullka001	595	Stainless Steel Grater	Quaxo	M	hortifruti		1 - Estrangeira Importação Direta	82636875	8{7			100	07x69x27 cm	71	71	false
kullka001	596	Electric Skillet	Twitterworks	UN	bazar		0 - Nacional	61781427	5{7	55.46			11x42x28 cm	75	19	true
kullka001	597	Butternut Squash Soup	Mynte	CX	mercearia		1 - Estrangeira Importação Direta	91283270	9{7	60.28		100	37x24x17 cm	6	9	false
kullka001	598	Quinoa & Black Bean Salad	Thoughtworks	UN	mercearia		1 - Estrangeira Importação Direta	92301343	4{7	65.1	188		93x73x60 cm	70	64	false
kullka001	599	Ground Cinnamon	Meejo	M	Bebidas		1 - Estrangeira Importação Direta	71984091	4{7	67.53	192	100	56x75x78 cm	53	68	true
kullka001	600	Wireless Earbuds	Topicstorm	M	alcoólicos		0 - Nacional	47794932	6{7		107	100	05x25x53 cm	71	4	false
kullka001	601	Coconut Milk	Edgewire	CX	alcoólicos		0 - Nacional	76804977	4{7	96.08		100	11x22x02 cm	82	3	true
kullka001	602	Dog Frisbee Toy	Eazzy	CX	hortifruti		1 - Estrangeira Importação Direta	63885290	2{7		116	100	31x10x86 cm	99	79	true
kullka001	603	Cucumber	Dynazzy	KG	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	54346507	0{7		121	100	79x79x73 cm	73	11	false
kullka001	604	LED Desk Light	Gabcube	L	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	42694417	2{7	70.05	101	100	60x57x72 cm	12	14	true
kullka001	605	Graphic Sweatshirt	Photospace	CX	mercearia		1 - Estrangeira Importação Direta	47240624	6{7			100	12x98x89 cm	37	75	true
kullka001	606	Hummus	Katz	UN	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	30176264	0{7	67.33	183	100	91x86x81 cm	28	44	false
kullka001	607	Dog Car Seat Cover	Meejo	M	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	58969382	3{7				18x46x39 cm	61	57	true
kullka001	608	Pesto Pasta Salad	Linklinks	CX	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	14931917	7{7	98.71			45x22x20 cm	67	76	true
kullka001	609	Herbed Couscous	Brainverse	L	açougue		2 - Estrangeira Adquirida no Mercado Interno	18510058	0{7				81x40x84 cm	60	15	true
kullka001	610	Spinach and Cheese Quiche	Tagchat	L	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	53822042	6{7	39.05		100	00x86x76 cm	42	50	true
kullka001	611	Frozen Vegetarian Pizza	Tagpad	UN	açougue		1 - Estrangeira Importação Direta	88534740	6{7				53x64x01 cm	98	50	true
kullka001	612	Surimi Crab Sticks	Wikibox	UN	mercearia		0 - Nacional	57179005	4{7		145	100	47x92x97 cm	30	5	true
kullka001	613	Green Smoothie Mix	Twinte	UN	mercearia		2 - Estrangeira Adquirida no Mercado Interno	91968569	4{7			100	78x12x94 cm	17	40	false
kullka001	614	Mechanical Pencil Set	Trilia	KG	bazar		0 - Nacional	23461525	4{7			100	05x20x22 cm	89	62	false
kullka001	615	LED Makeup Mirror	Zava	L	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	85343229	7{7	38.43	126	100	46x29x57 cm	31	10	false
kullka001	616	Sun-Dried Tomatoes	Skinte	M	açougue		2 - Estrangeira Adquirida no Mercado Interno	33543617	6{7	19.73		100	61x37x01 cm	14	28	true
kullka001	617	Magnetic Spice Jars	Browseblab	UN	alcoólicos		0 - Nacional	42947787	6{7		100		00x84x96 cm	91	65	false
kullka001	618	Bock Beer Mustard	Trilith	CX	bazar		1 - Estrangeira Importação Direta	95371049	2{7				15x31x24 cm	87	65	true
kullka001	619	Sooji (Semolina)	Devcast	M	alcoólicos		0 - Nacional	68326156	4{7	58.99		100	41x85x12 cm	38	11	false
kullka001	620	Cheesy Broccoli Soup Mix	Oyoyo	M	alcoólicos		1 - Estrangeira Importação Direta	22853721	1{7	46.56		100	75x27x04 cm	56	25	true
kullka001	621	Peanut Butter Granola	Ozu	CX	Bebidas		1 - Estrangeira Importação Direta	785036	0{7	14.5	181	100	81x44x60 cm	18	94	true
kullka001	622	Dark Chocolate Tart	Vinte	UN	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	31902968	2{7	33.07	165	100	57x89x25 cm	60	45	false
kullka001	623	Herbed Chicken Breast	Oyope	UN	Bebidas		0 - Nacional	90621767	4{7	45.69		100	85x65x11 cm	35	27	true
kullka001	624	Tomato Paste	Skilith	UN	hortifruti		0 - Nacional	91380352	7{7			100	39x67x73 cm	81	58	false
kullka001	625	Smartphone Car Mount with Wireless Charging	Twimm	CX	hortifruti		1 - Estrangeira Importação Direta	72707207	3{7	31.85	124	100	39x65x21 cm	46	4	false
kullka001	626	Voice-Controlled Speaker	Twitternation	L	hortifruti		0 - Nacional	73318747	9{7	68.12			99x17x88 cm	48	62	true
kullka001	627	Non-Toxic Crayons for Kids	Wikizz	M	açougue		2 - Estrangeira Adquirida no Mercado Interno	31363424	7{7		191		49x14x72 cm	67	39	false
kullka001	628	Fridge Magnet Set	Wikizz	L	mercearia		0 - Nacional	45939527	0{7	99.24		100	27x54x74 cm	75	63	false
kullka001	629	Kids' Craft Supplies Set	Browsezoom	M	bazar		1 - Estrangeira Importação Direta	27555391	6{7				43x04x72 cm	99	65	false
kullka001	630	Mediterranean Couscous	Tazz	L	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	4763850	1{7		159	100	47x48x54 cm	87	78	true
kullka001	631	Spiced Pumpkin Soup	Babbleset	CX	mercearia		2 - Estrangeira Adquirida no Mercado Interno	45240366	0{7		133	100	46x08x57 cm	54	4	true
kullka001	632	Heated Throw Blanket	Twitternation	UN	hortifruti		1 - Estrangeira Importação Direta	93049332	5{7	78.58			31x62x46 cm	32	11	false
kullka001	633	Coconut Chips	Vinte	CX	açougue		0 - Nacional	27586147	6{7				16x03x54 cm	25	62	false
kullka001	634	Pumpkin Seeds	Quatz	KG	bazar		1 - Estrangeira Importação Direta	66627720	2{7				11x50x75 cm	58	25	false
kullka001	635	Rainbow Veggie Chips	Topicware	CX	bazar		0 - Nacional	90195962	1{7	10.74	156	100	08x04x93 cm	48	66	false
kullka001	636	Margherita Pizza	Realblab	UN	bazar		2 - Estrangeira Adquirida no Mercado Interno	37432478	7{7	57.63	189	100	28x95x63 cm	78	4	true
kullka001	637	Heart-Shaped Baking Molds	Oodoo	UN	mercearia		0 - Nacional	38186731	5{7		101	100	90x08x94 cm	74	87	false
kullka001	638	Wireless Earbuds Case	Quire	UN	alcoólicos		1 - Estrangeira Importação Direta	43118720	5{7		167	100	45x17x60 cm	26	86	true
kullka001	639	Chocolate Chip Muffins	Skivee	KG	alcoólicos		1 - Estrangeira Importação Direta	27536507	1{7		166	100	08x63x62 cm	45	26	true
kullka001	640	Mesh Laundry Bags Set	Brightdog	UN	alcoólicos		0 - Nacional	12329694	4{7			100	39x21x33 cm	5	49	true
kullka001	641	Mini Projector	Jaxnation	L	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	53782631	4{7		145		12x79x60 cm	36	17	true
kullka001	642	Blue Corn Tortilla Chips	Jaxbean	M	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	54780480	2{7		174	100	03x12x68 cm	99	33	true
kullka001	643	Pumpkin Spice Granola	Oyope	M	hortifruti		0 - Nacional	46336813	2{7	85.11	131	100	26x58x70 cm	11	40	true
kullka001	644	Electric Bike	Yacero	M	açougue		2 - Estrangeira Adquirida no Mercado Interno	18719043	6{7	13.82	134		59x67x12 cm	96	63	true
kullka001	645	Chili Beans in Sauce	Oyoyo	L	bazar		2 - Estrangeira Adquirida no Mercado Interno	44247802	0{7	11.0			71x62x51 cm	43	70	true
kullka001	646	Cinnamon Roll Dough	Browsebug	CX	mercearia		0 - Nacional	89023577	3{7	20.77		100	89x62x74 cm	83	44	true
kullka001	647	Collapsible Storage Crates	Jaxspan	M	alcoólicos		0 - Nacional	34904595	6{7			100	09x67x82 cm	9	82	true
kullka001	648	Vegetable Korma	Quaxo	CX	açougue		0 - Nacional	96309899	9{7	20.8			29x90x77 cm	39	82	true
kullka001	649	Fitness Resistance Bands	Bluejam	M	bazar		2 - Estrangeira Adquirida no Mercado Interno	31069338	3{7			100	65x67x37 cm	42	71	false
kullka001	650	Vegetable Fried Rice Mix	Divavu	L	alcoólicos		1 - Estrangeira Importação Direta	35922730	7{7	96.47	139		69x75x24 cm	77	97	true
kullka001	651	Smartphone Tripod with Bluetooth Remote	Rhynyx	M	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	40042588	8{7	33.6	149		72x65x36 cm	92	25	false
kullka001	652	Foldable Yoga Mat Carry Bag	Devpulse	L	alcoólicos		0 - Nacional	56656907	2{7			100	82x61x96 cm	62	60	true
kullka001	653	Board Game	Skibox	M	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	77944940	4{7	28.51		100	00x62x51 cm	57	1	true
kullka001	654	Whipped Cream Cheese	Zazio	UN	mercearia		1 - Estrangeira Importação Direta	84505085	4{7		189	100	43x27x01 cm	30	24	true
kullka001	655	Home Office Chair	Shufflebeat	KG	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	88059088	0{7	80.92		100	14x15x73 cm	55	100	false
kullka001	656	Creamy Garlic Mashed Potatoes	Podcat	CX	açougue		0 - Nacional	67730865	1{7	32.96	165	100	52x08x64 cm	42	77	false
kullka001	657	Organic Quinoa	Gigazoom	M	Bebidas		0 - Nacional	82898660	9{7				38x95x94 cm	100	98	true
kullka001	658	Wireless Security Camera	Jabbersphere	UN	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	46408894	1{7			100	64x74x83 cm	53	86	true
kullka001	659	Sliced Cucumbers	Dabtype	UN	açougue		0 - Nacional	78712366	6{7	26.73			34x12x86 cm	90	29	false
kullka001	660	Red Lentil Pasta	Dynabox	L	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	53683793	9{7		198	100	59x05x74 cm	77	96	true
kullka001	661	Chickpea Snack Mix	Eidel	CX	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	63455193	7{7		146		42x57x17 cm	3	3	true
kullka001	662	Vegan chocolate chip cookies	Realpoint	L	açougue		2 - Estrangeira Adquirida no Mercado Interno	13831667	3{7	97.83		100	67x51x91 cm	69	31	false
kullka001	663	Rice Cakes	Blogspan	KG	hortifruti		2 - Estrangeira Adquirida no Mercado Interno	71824918	3{7	35.57			70x80x51 cm	66	1	true
kullka001	664	Garden Tool Set with Carrying Bag	Yodoo	L	mercearia		0 - Nacional	38847049	7{7	20.38			47x31x38 cm	36	24	true
kullka001	665	Stainless Steel Cutlery Set	Mydeo	CX	alcoólicos		0 - Nacional	6463930	2{7	17.75	133		69x15x17 cm	25	89	true
kullka001	666	Insulated Sport Tumbler	Yotz	UN	Bebidas		1 - Estrangeira Importação Direta	42002357	6{7	85.79		100	08x81x76 cm	39	46	true
kullka001	667	Adjustable Laptop Desk	Topicblab	M	mercearia		2 - Estrangeira Adquirida no Mercado Interno	17939514	9{7				58x93x29 cm	87	22	false
kullka001	668	Mango Chunks	Feedspan	L	açougue		2 - Estrangeira Adquirida no Mercado Interno	2223698	3{7	89.21	153	100	97x54x51 cm	44	55	true
kullka001	669	Cheesy Cauliflower Bake	Kwilith	L	açougue		1 - Estrangeira Importação Direta	38652336	9{7	32.71			12x52x56 cm	20	19	false
kullka001	670	Tomato Basil Pasta Sauce	Skinix	KG	açougue		1 - Estrangeira Importação Direta	481181	0{7	38.19		100	90x39x83 cm	34	89	true
kullka001	671	Customizable Photo Calendar	Oyoyo	UN	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	85355755	6{7	49.2	184	100	23x48x21 cm	65	21	true
kullka001	672	Rainbow Veggie Chips	Kwinu	CX	açougue		2 - Estrangeira Adquirida no Mercado Interno	28072341	4{7	48.48			50x44x98 cm	54	40	false
kullka001	673	Margherita Pizza	Topicblab	M	bazar		1 - Estrangeira Importação Direta	66962059	5{7	47.52	167	100	13x11x50 cm	74	32	false
kullka001	674	Crispy Potato Tots	Mybuzz	M	açougue		2 - Estrangeira Adquirida no Mercado Interno	78592794	4{7		122		52x90x80 cm	22	26	false
kullka001	675	Pasta Portion Control Measure	Zoozzy	KG	bazar		2 - Estrangeira Adquirida no Mercado Interno	3418290	0{7	83.36	166		26x04x55 cm	10	90	true
kullka001	676	Maple Chipotle Glaze	Feedmix	M	bazar		0 - Nacional	20153155	0{7		158		54x15x31 cm	89	97	true
kullka001	677	Portable Folding Picnic Table	Meezzy	UN	Bebidas		1 - Estrangeira Importação Direta	58107876	0{7			100	17x41x89 cm	39	49	false
kullka001	678	LED Desk Lamp with USB Charging Port	Voonder	CX	hortifruti		0 - Nacional	26521102	4{7		121		32x12x78 cm	12	35	true
kullka001	679	Vegetable Samosas	Photospace	UN	hortifruti		1 - Estrangeira Importação Direta	13986865	2{7		177	100	41x57x34 cm	82	84	false
kullka001	680	Teriyaki Beef Strips	Skiptube	M	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	3341447	8{7	43.55	117	100	65x26x11 cm	35	98	false
kullka001	681	Electric Rice Cooker with Steamer	Innotype	CX	hortifruti		0 - Nacional	31306721	4{7	32.48	139		72x77x09 cm	41	59	false
kullka001	682	Breezy Off-The-Shoulder Top	Brainverse	M	bazar		2 - Estrangeira Adquirida no Mercado Interno	7407005	5{7	57.22	122	100	74x03x36 cm	25	30	false
kullka001	683	Suede Ankle Booties	Eidel	L	açougue		0 - Nacional	42975382	1{7		152		58x17x70 cm	73	43	true
kullka001	684	Adjustable Skipping Rope	Thoughtmix	KG	hortifruti		0 - Nacional	87753174	4{7		104	100	85x23x11 cm	34	45	false
kullka001	685	Spiralizer	Flipstorm	M	mercearia		0 - Nacional	63770183	0{7				43x79x78 cm	74	26	false
kullka001	686	Plant-Based Meal Prep Containers	Meedoo	L	açougue		0 - Nacional	37254862	6{7		164		87x54x47 cm	11	90	true
kullka001	687	Lightweight Rain Jacket	Skyble	CX	Bebidas		1 - Estrangeira Importação Direta	67017112	9{7	69.85		100	25x87x57 cm	99	20	true
kullka001	688	Kids' Science Experiment Kit	Yakijo	KG	bazar		1 - Estrangeira Importação Direta	35084559	8{7		159	100	24x22x09 cm	69	55	true
kullka001	689	Frozen Berry Blend	Babbleopia	CX	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	3310440	8{7			100	50x15x57 cm	4	29	true
kullka001	690	Pineapple Coconut Bars	Trunyx	UN	alcoólicos		1 - Estrangeira Importação Direta	59803213	8{7	11.96		100	18x61x50 cm	50	21	true
kullka001	691	Wireless Range Extender	Feedspan	M	Bebidas		0 - Nacional	58500283	0{7			100	17x07x37 cm	62	81	true
kullka001	692	Bock Beer Mustard	Realpoint	CX	bazar		1 - Estrangeira Importação Direta	32881640	7{7				54x46x53 cm	26	17	true
kullka001	693	Portable Solar Camp Shower	Bluezoom	KG	mercearia		2 - Estrangeira Adquirida no Mercado Interno	28996592	0{7		171		81x18x25 cm	77	22	true
kullka001	694	LED Strip Lights	Fliptune	KG	bazar		2 - Estrangeira Adquirida no Mercado Interno	54431165	1{7	10.93		100	12x14x02 cm	86	14	false
kullka001	695	Floral Summer Dress	Pixoboo	UN	açougue		0 - Nacional	5304093	5{7		142	100	15x74x54 cm	95	56	true
kullka001	696	Sliced Provolone Cheese	Wikido	UN	hortifruti		0 - Nacional	4253140	8{7		183	100	72x95x12 cm	78	59	true
kullka001	697	Nut Mix	Wikido	L	açougue		0 - Nacional	75237101	4{7	65.71	179	100	71x63x50 cm	36	98	true
kullka001	698	Gardening Tools Set	Dynabox	L	mercearia		0 - Nacional	19868767	1{7	42.17	189	100	81x89x99 cm	40	95	false
kullka001	699	Customizable Name Puzzle	Browsecat	KG	bazar		2 - Estrangeira Adquirida no Mercado Interno	77138100	9{7				63x40x13 cm	73	89	true
kullka001	700	Portable Solar Phone Charger	Centidel	M	bazar		1 - Estrangeira Importação Direta	18721677	2{7	22.15		100	60x54x38 cm	52	63	true
kullka001	701	Rustic Wooden Picture Frame	Demivee	M	bazar		2 - Estrangeira Adquirida no Mercado Interno	92293	6{7	79.08		100	15x32x94 cm	88	29	false
kullka001	702	Smart Doorbell	Wordtune	CX	bazar		1 - Estrangeira Importação Direta	38436261	0{7	53.3	109		14x44x93 cm	80	94	false
kullka001	703	Breathable Face Mask Set	Feedmix	M	açougue		0 - Nacional	83383896	6{7	23.88			28x01x68 cm	18	5	false
kullka001	704	Pet Grooming Brush	Voonder	M	alcoólicos		1 - Estrangeira Importação Direta	8581646	9{7	50.38			73x82x56 cm	54	38	false
kullka001	705	Multi-Port USB Hub	Yambee	UN	açougue		1 - Estrangeira Importação Direta	7264423	7{7			100	59x08x74 cm	91	73	true
kullka001	706	Smartphone Tripod with Remote	Lajo	UN	mercearia		0 - Nacional	64809392	5{7	49.45	160		54x16x91 cm	53	31	false
kullka001	707	Ginger Turmeric Tea	Trunyx	L	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	38562029	6{7	18.9	188	100	06x35x97 cm	72	43	true
kullka001	708	Lemon Pepper Seasoning	Jabberstorm	M	Bebidas		2 - Estrangeira Adquirida no Mercado Interno	27954561	8{7		155	100	48x43x22 cm	93	88	true
kullka001	709	Homestyle Chicken Noodle Soup	Yakijo	KG	hortifruti		1 - Estrangeira Importação Direta	82265986	8{7		148	100	41x58x85 cm	50	52	false
kullka001	710	Peanut Butter Filled Pretzels	Aivee	L	mercearia		2 - Estrangeira Adquirida no Mercado Interno	2336397	3{7	23.68		100	55x54x94 cm	78	97	true
kullka001	711	Solar String Lights	Thoughtbeat	KG	mercearia		1 - Estrangeira Importação Direta	99050462	8{7	20.02		100	29x48x21 cm	50	56	false
kullka001	712	Smartphone Photography Tripod	Chatterbridge	CX	açougue		0 - Nacional	93737137	3{7	57.24		100	56x31x29 cm	38	5	false
kullka001	713	Chocolate Chip Energy Balls	Devify	KG	alcoólicos		1 - Estrangeira Importação Direta	32907734	2{7		171		73x10x45 cm	39	73	true
kullka001	714	Travel Jewelry Case	Roodel	UN	bazar		0 - Nacional	93135398	1{7		153		09x94x67 cm	13	56	true
kullka001	715	Saffron Rice Mix	Topicstorm	KG	açougue		1 - Estrangeira Importação Direta	92850440	7{7	10.21	141	100	24x63x53 cm	99	44	true
kullka001	716	Fitness Resistance Bands Set	Thoughtworks	UN	açougue		0 - Nacional	26042682	6{7	11.55	176	100	83x40x22 cm	65	61	true
kullka001	717	Organic Vanilla Bean Ice Cream	Zoombox	L	Bebidas		0 - Nacional	42986076	2{7	68.44		100	65x51x26 cm	25	66	true
kullka001	718	Sesame Oil	Fiveclub	CX	açougue		0 - Nacional	5965557	0{7	66.52		100	19x92x27 cm	71	87	false
kullka001	719	LED Desk Lamp	Meeveo	UN	hortifruti		0 - Nacional	67789424	5{7			100	27x85x61 cm	43	8	true
kullka001	720	Organic Quinoa	Skimia	UN	bazar		0 - Nacional	81481925	7{7	76.43	177		05x56x84 cm	83	23	true
kullka001	721	Shoe Organizer	Fliptune	CX	bazar		0 - Nacional	39230505	6{7	98.56	117	100	46x75x66 cm	4	30	true
kullka001	722	Hibiscus Tea Bags	Zoomcast	UN	alcoólicos		0 - Nacional	48082063	6{7	42.96		100	18x93x48 cm	95	28	true
kullka001	723	Foldable Yoga Mat	Linktype	CX	alcoólicos		1 - Estrangeira Importação Direta	70125258	2{7	84.25	106		08x10x21 cm	28	20	true
kullka001	724	Over-The-Door Shoe Organizer	Wordify	L	Bebidas		1 - Estrangeira Importação Direta	63583705	2{7	55.14		100	10x23x07 cm	17	69	true
kullka001	725	Survival Gear Kit	Pixope	L	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	1949116	7{7	15.55	183	100	88x98x25 cm	8	42	true
kullka001	726	Folding Exercise Bike	Devcast	M	alcoólicos		2 - Estrangeira Adquirida no Mercado Interno	57864666	5{7		133		02x39x16 cm	98	80	false
kullka001	727	Pet Carrier Backpack	Trudoo	M	bazar		2 - Estrangeira Adquirida no Mercado Interno	90059160	3{7	83.67	137		05x70x50 cm	50	83	false
kullka001	728	Tortilla Chips	Buzzshare	KG	hortifruti		1 - Estrangeira Importação Direta	30239199	3{7	65.94	128		10x25x05 cm	100	3	true
